A	α	N_Α_gr.wav	Α_gr.wav	αεροπλάνο	GR_αεροπλανο.wav	GR_αεροπλανο.jpg
B	β	N_Β_gr.wav	Β_gr.wav	βάτραχος	GR_βατραχος.wav	GR_βατραχος.jpg
Γ	γ	N_Γ_gr.wav	Γ_gr.wav	γάτα	GR_γατα.wav	GR_γατα.jpg
Δ	δ	N_Δ_gr.wav	Δ_gr.wav	δέντρο	GR_δεντρο.wav	GR_δεντρο.jpg
Ε	ε	N_C_gr.wav	Ε_gr.wav	ελέφαντας	GR_ελεφαντας.wav	GR_ελεφαντας.jpg
Ζ	ζ	N_Ζ_gr.wav	Ζ_gr.wav	ζάχαρη	GR_ζαχαρη.wav	GR_ζαχαρη.jpg
Η	η	N_Η_gr.wav	Η_gr.wav	ήλιος	GR_ηλιος.wav	GR_ηλιος.jpg
Θ	θ	N_Θ_gr.wav	Θ_gr.wav	θάλασσα	GR_θαλασσα.wav	GR_θαλασσα.jpg
Ι	ι	N_Ι_gr.wav	Ι_gr.wav	ίππος	GR_ιππος.wav	GR_ιππος.jpg
Κ	κ	N_Κ_gr.wav	Κ_gr.wav	καπέλο	GR_καπελο.wav	GR_καπελο.jpg
Λ	λ	N_Λ_gr.wav	Λ_gr.wav	λουλούδι	GR_λουλουδι.wav	GR_λουλουδι.jpg
Μ	μ	N_Μ_gr.wav	Μ_gr.wav	μήλο	GR_μηλο.wav	GR_μηλο.jpg
Ν	ν	N_Ν_gr.wav	Ν_gr.wav	νησί	GR_νησι.wav	GR_νησι.jpg
Ξ	ξ	N_Ξ_gr.wav	Ξ_gr.wav	ξυλομπογιά	GR_ξυλομπογια.wav	GR_ξυλομπογια.jpg
Ο	ο	N_Ο_gr.wav	Ο_gr.wav	ομπρέλα	GR_ομπρελα.wav	GR_ομπρελα.jpg
Π	π	N_Π_gr.wav	Π_gr.wav	παπούτσια	GR_παπουτσια.wav	GR_παπουτσια.jpg
Ρ	ρ	N_Ρ_gr.wav	Ρ_gr.wav	ρόδι	GR_ροδι.wav	GR_ροδι.jpg
Σ	σ,ς	N_Σ_gr.wav	Σ_gr.wav	σαλάτα	GR_σαλατα.wav	GR_σαλατα.jpg
Τ	τ	N_Τ_gr.wav	Τ_gr.wav	τηλέφωνο	GR_τηλεφωνο.wav	GR_τηλεφωνο.jpg
Υ	υ	N_Υ_gr.wav	Υ_gr.wav	υποβρύχιο	GR_υποβρυχιο.wav	GR_υποβρυχιο.jpg
Φ	φ	N_Φ_gr.wav	Φ_gr.wav	φώκια	GR_φωκια.wav	GR_φωκια.jpg
Χ	χ	N_Χ_gr.wav	Χ_gr.wav	χελώνα	GR_χελωνα.wav	GR_χελωνα.JPG
Ψ	ψ	N_Ψ_gr.wav	Ψ_gr.wav	ψάρι	GR_ψαρι.wav	GR_ψαρι.jpg
Ω	ω	N_Ω_gr.wav	Ω_gr.wav	ώρα	GR_ωρα.wav	GR_ωρα.jpg
